source,relation_type,target
acting_in_play,used_for,becoming_famous
acting_in_play,used_for,being_challenged
acting_in_play,used_for,earning_money
acting_in_play,used_for,entertaining_audience
acting_in_play,used_for,entertaining_people
acting_in_play,used_for,entertainment
acting_in_play,used_for,escape_from_normal_life
acting_in_play,used_for,expressing_idea
acting_in_play,used_for,gaining_theater_experience
acting_in_play,used_for,getting_class_credit
acting_in_play,used_for,getting_media_attention
acting_in_play,used_for,improve_acting_skills
acting_in_play,used_for,life_enrichment
acting_in_play,used_for,living_as_another_person
acting_in_play,used_for,making_money
acting_in_play,used_for,money
acting_in_play,used_for,pleasure
acting_in_play,used_for,portraying_character
acting_in_play,used_for,portraying_charactor
acting_in_play,used_for,providing_entertainment
acting_in_play,used_for,re_enacting_historical_event
acting_in_play,used_for,social_growth
acting_in_play,used_for,students
acting_in_play,used_for,theatrical_personnel
acting_in_play,used_for,wearing_costumes
action_figure,used_for,children_to_play_with
action_figure,used_for,collecting
action_figure,used_for,fun
action_figure,used_for,have_fun
action_figure,used_for,make_poses
action_figure,used_for,play
action_figure,used_for,play_out_fantasies
action_figure,used_for,play_with
action_figure,used_for,playing
action_figure,used_for,role_playing
actors,used_for,being_stalked
adding_up_column_of_numbers,used_for,accountants
adding_up_column_of_numbers,used_for,accoutant
adding_up_column_of_numbers,used_for,calculating
adding_up_column_of_numbers,used_for,comparing_incomes
adding_up_column_of_numbers,used_for,cpas
adding_up_column_of_numbers,used_for,determining_percentage
adding_up_column_of_numbers,used_for,elementary_school_students
adding_up_column_of_numbers,used_for,finding_sum
adding_up_column_of_numbers,used_for,finding_total
adding_up_column_of_numbers,used_for,knowing_what_sum
adding_up_column_of_numbers,used_for,practice
adding_up_column_of_numbers,used_for,spreadsheet_users
adding_up_column_of_numbers,used_for,totalling_balance
adding_up_column_of_numbers,used_for,want_sum
adding_up_numbers,used_for,accouting
adding_up_numbers,used_for,balancing_checkbook
adding_up_numbers,used_for,building_sum
adding_up_numbers,used_for,calculating_summary
adding_up_numbers,used_for,completing_math_test
adding_up_numbers,used_for,counting
adding_up_numbers,used_for,counting_age
adding_up_numbers,used_for,counting_change
adding_up_numbers,used_for,counting_money
adding_up_numbers,used_for,counting_price
adding_up_numbers,used_for,determining_net_worth
adding_up_numbers,used_for,discovering_sum
adding_up_numbers,used_for,finding_total
adding_up_numbers,used_for,finding_total_amount
adding_up_numbers,used_for,getting_sum
adding_up_numbers,used_for,getting_total
adding_up_numbers,used_for,keeping_score
adding_up_numbers,used_for,keeping_track_of_inventory
adding_up_numbers,used_for,making_averages
adding_up_numbers,used_for,making_computations
adding_up_numbers,used_for,making_estimates
adding_up_numbers,used_for,measuring
adding_up_numbers,used_for,obtaining_sum
adding_up_numbers,used_for,totalling
adding_up_numbers,used_for,totalling_sum
adding_up_numbers,used_for,working_out_bill
addition,used_for,count_horses
address,used_for,describe_where_person_lives
address_label,used_for,identifying_recipient_of_package
address_label,used_for,identifying_sender_of_package
address_label,used_for,indicating_destination_of_package
address_label,used_for,instead_of_writing_address_yourself
address_label,used_for,mailing_letter
address_label,used_for,post_parcel
address_label,used_for,providing_directions_to_mailman
address_label,used_for,put_adress_on_letter
address_label,used_for,put_on_letter
address_label,used_for,routing_letters_through_postal_system
address_label,used_for,send_item_to_addresse
address_label,used_for,send_letter_to
address_label,used_for,sending_packages
address_label,used_for,tag_bags
address_labels,used_for,mail_letters
adhesive_bandage,used_for,abrasions
adhesive_bandage,used_for,bandaging_wounds
adhesive_bandage,used_for,cover_cut_or_wound
adhesive_bandage,used_for,cover_scrape
adhesive_bandage,used_for,cover_wound
adhesive_bandage,used_for,covering_wounds
adhesive_bandage,used_for,cut
adhesive_bandage,used_for,cuts
adhesive_bandage,used_for,knee_area
adhesive_bandage,used_for,minor_wounds
adhesive_bandages,used_for,help_wounds_heal
adhesives,used_for,stick_things_together
adjective,used_for,describe_noun
adrenalin,used_for,prevent_anaphylaxis
advancing_into_battle,used_for,armies
advancing_into_battle,used_for,attacking
advancing_into_battle,used_for,attacking_enemy
advancing_into_battle,used_for,beat_enemy
advancing_into_battle,used_for,combat
advancing_into_battle,used_for,fighting
advancing_into_battle,used_for,fighting_war
advancing_into_battle,used_for,fighting_wars
advancing_into_battle,used_for,gain_new_land
advancing_into_battle,used_for,gaining_ground
advancing_into_battle,used_for,gaining_offensive
advancing_into_battle,used_for,gaining_strategic_advantage
advancing_into_battle,used_for,gaining_tactical_advantage
advancing_into_battle,used_for,getting_into_position_to_fight
advancing_into_battle,used_for,going_to_war
advancing_into_battle,used_for,kill_people
advancing_into_battle,used_for,killing_enemy
advancing_into_battle,used_for,making_war
advancing_into_battle,used_for,prepare_for_war
advancing_into_battle,used_for,soldiers_in_army
advancing_into_battle,used_for,win_war
advancing_into_battle,used_for,winning
adverb,used_for,modify_verb
advertisement,used_for,conveying_idea
advertisement,used_for,educate
advertisement,used_for,electing_politician
advertisement,used_for,garnering_awareness
advertisement,used_for,getting_to_buy
advertisement,used_for,promiting_sale
advertisement,used_for,promoting_business
advertisement,used_for,recommending_products
advertisement,used_for,sell
advertisement,used_for,sell_product
advertisement,used_for,selling_product
advertisement,used_for,selling_products_and_services
advertisement,used_for,selling_services
advertisement,used_for,showing_products_to_people
advertisement,used_for,supporting_political_parties
advertisement,used_for,try_to_make_people_buy
advertisements,used_for,finance_television_programs
advertising_panel,used_for,advertise
advertising_panel,used_for,advertising
advertising_panel,used_for,advertising_goods_or_services
advertising_panel,used_for,get_peoples_attention
aerial_bomb,used_for,advancing_position_in_war
aerial_bomb,used_for,blowing_things_up
aerial_bomb,used_for,bombing_from_air
aerial_bomb,used_for,destorying_things_from_high_above
aerial_bomb,used_for,destroy_city
aerial_bomb,used_for,destroy_places
aerial_bomb,used_for,destroying_targets
aerial_bomb,used_for,devastate_enemy_targets
aerial_bomb,used_for,do_harm
aerial_bomb,used_for,drop_on_ground
aerial_bomb,used_for,explode_in_air
aerial_bomb,used_for,kill_people
agreeing_with,used_for,believing_what_say_true
agreeing_with,used_for,coming_to_compromise
agreeing_with,used_for,concurring
agreeing_with,used_for,cooperation
agreeing_with,used_for,creating_harmony
agreeing_with,used_for,doing_everyone_enjoys
agreeing_with,used_for,ending_argument
agreeing_with,used_for,expressing_similar_opinion
agreeing_with,used_for,expressing_similarities
agreeing_with,used_for,greasing_wheels_of_commerce
agreeing_with,used_for,harmony
agreeing_with,used_for,kissing_ass
agreeing_with,used_for,making_friend
agreeing_with,used_for,reaching_compromise
agreeing_with,used_for,showing_solidarity
agreeing_with,used_for,showing_support
agreeing_with,used_for,trying_to_look_good
air_conditioner,used_for,cool_down_room
air_conditioner,used_for,cool_room
air_conditioner,used_for,cooling_air
air_conditioner,used_for,cooling_hot_air
air_conditioner,used_for,cooling_room
air_conditioner,used_for,lowering_air_temperature
air_conditioner,used_for,make_room_more_comfortable
air_conditioner,used_for,make_warm_air_colder
air_conditioner,used_for,making_room_colder
air_conditioner,used_for,reduce_air_temperature
air_conditioner,used_for,reduce_room_temperature
air_conditioner,used_for,removing_allergans_from_air
air_conditioners,used_for,keep_house_cool_and_dry
air_conditioning,used_for,altering_environment_of_room
air_conditioning,used_for,breathe_better
air_conditioning,used_for,comfortable_in_hot_weather
air_conditioning,used_for,cool_down
air_conditioning,used_for,cool_enviroment
air_conditioning,used_for,cool_home
air_conditioning,used_for,cool_house
air_conditioning,used_for,cool_room_or_building
air_conditioning,used_for,cooling
air_conditioning,used_for,cooling_automobile
air_conditioning,used_for,cooling_hotel
air_conditioning,used_for,cooling_office
air_conditioning,used_for,cooling_residence
air_conditioning,used_for,cooling_room
air_conditioning,used_for,keep_room_cold
air_conditioning,used_for,manipulating_temperature
air_conditioning,used_for,reducing_temperature
air_conditioning,used_for,removing_moisture_from_air
air_conditioning,used_for,storing_cold_food_items
air_conditioning,used_for,warming
air_pump,used_for,fill_tires_with_air
air_terminal,used_for,boarding_airplane_to_fly_somewhere
air_terminal,used_for,catch_flight_to_rome
air_terminal,used_for,entering_and_exiting_airplanes
air_terminal,used_for,fly
air_terminal,used_for,meet_plane
air_terminal,used_for,wait_for_airplane
air_terminal,used_for,waiting_to_get_on_plane
air_ticket,used_for,board_airplane
air_ticket,used_for,commercial_airlines_flight
air_ticket,used_for,get_seat_on_flight
air_ticket,used_for,getting_on_plane
air_ticket,used_for,going_on_airplane
air_ticket,used_for,going_to_new_place
air_ticket,used_for,ride_on_airplane
air_ticket,used_for,travel
air_ticket,used_for,travel_with_airplane
air_ticket,used_for,traveling
airbag,used_for,safety
aircraft,used_for,fly
aircraft,used_for,land
aircraft,used_for,transport
aircraft_roadway,used_for,fly_away
aircraft_roadway,used_for,get_to_runway
aircraft_roadway,used_for,land_plane
airline_seat,used_for,comfort_during_flight
airline_seat,used_for,eat_meal
airline_seat,used_for,holding_passenger_during_flight
airline_seat,used_for,riding_in_airplane
airline_seat,used_for,sitting_in
airline_seat,used_for,sitting_in_airplane
airline_seat,used_for,sitting_in_for_hours
airline_seat,used_for,sitting_while_on_airplane
airline_seat,used_for,trave
airpalne,used_for,transport
airplane,used_for,air_transportation
airplane,used_for,cargo
airplane,used_for,crashing_into_buildings
airplane,used_for,flight
airplane,used_for,fly
airplane,used_for,flying
airplane,used_for,going_from_oneplace_to_another
airplane,used_for,imitating_birds
airplane,used_for,transport
airplane,used_for,transport_people
airplane,used_for,transportation
airplane,used_for,travel
airplane,used_for,traveling
airplane,used_for,traversing_skies
airplane,used_for,visit_england
airplane,used_for,warfare
airplane_seat,used_for,comfort_during_flight
airplane_seat,used_for,passenger_comfort
airplane_seat,used_for,passengers
airplane_seat,used_for,riding_in_airplane
airplane_seat,used_for,sit_on
airplane_seat,used_for,sit_while_travel
airplane_seat,used_for,sitting
airplane_seat,used_for,sitting_in
airplane_seat,used_for,sleep_in_while_traveling
airplane_seat,used_for,transporting_passenger_in_comfort
airplane_seat,used_for,traveling_on_airplane
airplanes,used_for,carry_freight_or_cargo
airplanes,used_for,go_from_place_to_place
airplanes,used_for,transport_materials
airplanes,used_for,travel
airplanes,used_for,travel_between_places
airplanes,used_for,travel_from_one_place_to_another
airplanes,used_for,travel_long_distances
airport,used_for,airplanes
aisle,used_for,access_to_goods_in_store
aisle,used_for,categorizing_items
aisle,used_for,flow_of_traffic
aisle,used_for,getting_married
aisle,used_for,getting_to_seat
aisle,used_for,moving_through
aisle,used_for,organize_store
aisle,used_for,part_of_religious_building
aisle,used_for,passage_between_things
aisle,used_for,passagewy
aisle,used_for,path_to_traverse
aisle,used_for,pathway
aisle,used_for,push_cart
aisle,used_for,reach_seat
aisle,used_for,running_in
aisle,used_for,showing_goods
aisle,used_for,view_merchandise
aisle,used_for,walking
aisle,used_for,walking_along
aisle,used_for,walking_through
aisle,used_for,walking_up
aisle,used_for,walking_up_or_down
alarm,used_for,alert
alarm,used_for,ring
alarm,used_for,warn
alarm_clock,used_for,wake_up_at_certain_time
alarm_clock,used_for,waking_at_specified_time
alarm_clock,used_for,waking_up
alarm_clock,used_for,awaken
alarm_clock,used_for,clock
alarm_clock,used_for,clock_time
alarm_clock,used_for,go_off
alarm_clock,used_for,ring
album,used_for,another_word_for_record
album,used_for,hold_photographs
album,used_for,holding_photographs
album,used_for,holding_representation_for_several_songs
album,used_for,keeping_pictures_in
album,used_for,memories
album,used_for,music
album,used_for,playing_music
album,used_for,preserve_photographs
album,used_for,reproduce_music
album,used_for,save_photographs
album,used_for,stick_photos_in
album,used_for,store_old_pictures
album,used_for,store_photographs
album,used_for,storing_lots_of_music
album,used_for,storing_photgrahs_in
album,used_for,storing_photographs
album,used_for,storing_photos
album,used_for,play
album,used_for,hearer
album,used_for,launch
album,used_for,sell
alcahol,used_for,escape_pain
alcohol,used_for,clean_wounds
alcohol,used_for,intoxication
alcohol,used_for,sterilize_instruments
alcoholic_drinks,used_for,hinder_judgments
alcoholics,used_for,alcohol
algorithm,used_for,software
algorithm,used_for,solving_problem
alias,used_for,keep_true_identity_private
alley,used_for,access_to_backs_of_properties
alley,used_for,access_to_backsides_of_buildings
alley,used_for,bowling
alley,used_for,cats
alley,used_for,colourful_murals
alley,used_for,deliveries
alley,used_for,garages
alley,used_for,hanging_out
alley,used_for,having_smoke
alley,used_for,hide_from_persuit
alley,used_for,rear_exits_from_buildings_or_property
alley,used_for,sneaking_past_clogged_traffic
alley,used_for,storing_trashcans
alley,used_for,trash_containers
alley,used_for,walk
almost,used_for,make_art
altar,used_for,adoration_of_god
altar,used_for,church
altar,used_for,church_services
altar,used_for,conducting_religious_ceremony
altar,used_for,focal_point_in_church
altar,used_for,get_married_at
altar,used_for,getting_married
altar,used_for,kneeling_in_front_of
altar,used_for,marry_sweetheart
altar,used_for,place_to_get_married
altar,used_for,place_to_pray
altar,used_for,pray
altar,used_for,pray_to_god
altar,used_for,religious_purposes
altar,used_for,religious_sacrifices
altar,used_for,sacrifices
altar,used_for,use_by_priest
altar,used_for,weddings
altar,used_for,worship
altar,used_for,worship_god
alto,used_for,computation
alto,used_for,create_opera
alto,used_for,high_pitched_voice
alto,used_for,sing
alto,used_for,singing
aluminum_foil,used_for,bake_things_in
ambulance,used_for,drive
ambulance,used_for,rush
ambulance,used_for,transport
ambulance_team,used_for,save_lives
amphetamines,used_for,stay_awake_during_long_drives
amphitheatre,used_for,concerts
amphitheatre,used_for,experiencing_performance_art
amphitheatre,used_for,fun
amphitheatre,used_for,grooving_to_grateful_dead
amphitheatre,used_for,groups_of_people
amphitheatre,used_for,hearing_echoes_when_empty
amphitheatre,used_for,hold_concert
amphitheatre,used_for,hold_outdoor_concerts
amphitheatre,used_for,listening_to_brass_band_concert
amphitheatre,used_for,lounging_about_in_sun
amphitheatre,used_for,perfect_sound_quality
amphitheatre,used_for,performances
amphitheatre,used_for,playing_soccer
amphitheatre,used_for,present_spectacle
amphitheatre,used_for,publicly_executing_people
amphitheatre,used_for,showing_plays
amphitheatre,used_for,stage_play
amphitheatre,used_for,staging_events_in
amphitheatre,used_for,taking_schoolchildren_to_on_field_trips
amphitheatre,used_for,viewing_concerts
amphitheatre,used_for,viewing_plays
amphitheatre,used_for,watching_greek_tragedy
amphitheatre,used_for,watching_wrestling_match
amplifier,used_for,make_sound_louder
analysing,used_for,attempting_to_model_universe_accurately
analysing,used_for,deciding_on_plan_of_action
analysing,used_for,describing
analysing,used_for,discovering_nature
analysing,used_for,figuring_out_how_works
analysing,used_for,finding_information_on
analysing,used_for,finding_out_more_about
analysing,used_for,finding_out_what
analysing,used_for,finding_unique_components
analysing,used_for,getting_details
analysing,used_for,good_of_everyone
analysing,used_for,initiate_action
analysing,used_for,investigating
analysing,used_for,learning
analysing,used_for,learning_about_somthing
analysing,used_for,learning_from
analysing,used_for,making_recommendations
analysing,used_for,personal_enjoyment
analysing,used_for,seeing_what_happens
analysing,used_for,studying
analysing,used_for,understanding
analysing,used_for,understanding_details
analysing,used_for,understanding_function
analysing,used_for,understanding_what_means
analysing,used_for,using_time_effectively
and_bus_stop,used_for,waiting_for_transit_bus
and_great_wine,used_for,relishing
anemometer,used_for,measuring_wind_speed
angle_grinder,used_for,grinding
animal,used_for,beastiality
animal,used_for,carrying_cargo
animal,used_for,companionship
